title	description	dataset_identifier	disease	authors	created	modified	accessed	landing_page	access_page	format	conforms_to	license	geography	apollo_location_code	iso_3166	iso_3166_1	iso_3166_1_alpha_3	apollo_enabled	on_olympus	population_required	iri
Population Data of the Federal State Statistics Sevices of Russia	"This website with data contains data about demographic, births and deaths in the Federation of Russia from 1917 to 2017 in XLSX format. Spatial coverage is country, and spatial resolution is city, village. Temporal coverage is 1997-2017, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000374	null	Federal State Statistics Sevices of Russia	null	null	null	http://www.gks.ru/wps/wcm/connect/rosstat_main/rosstat/ru/statistics/population/demography/#	null	XLS	null	null	Russia	5110	RU	null	null	null	null	humans in Russian Federation	http://www.pitt.edu/obc/IDE_0000000905
"Population Data of the Ministry of Health of the Republic of Panama, 2005-2017"	This website with data contains data about population from Panama at province level from 2005 to 2017 in PDF format in Spanish. Temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000350	null	The Government of Panama	null	null	null	http://www.minsa.gob.pa/informacion-salud/poblacion	null	PDF	null	null	Panama	5074	PA	null	null	null	null	humans in Panama	http://www.pitt.edu/obc/IDE_0000000840
Population Data of the Statistical Office of the Republic of Serbia	"This website with data contains data about natural movement of population, 1999-2015; Census 2002, population by gender and age; Census 2011, population by ethnicity; Gender statistics, women and men, 2005, 2008, 2011, 2014 in the Republic of Serbia in XLS format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1999-2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000395	null	Republic Statistical Office of the Republic of Serbia	null	null	null	http://webrzs.stat.gov.rs/WebSite/Public/PageView.aspx?pKey=162	null	XLS	null	null	Serbia	5002	RS	null	null	null	null	humans in Serbia	http://www.pitt.edu/obc/IDE_0000000978
Population Data of the Statistical Office of the Republic Slovenia	"This database contains data about demographic, births and deaths in the Republic of Slovenia from 1995 to 2015 in PX format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1995-2015, and temporal resolution is quarterly, yearly. Open access."	MIDAS-ISG:WS-000411	null	Statistical Office of the Republic Slovenia	null	null	null	http://pxweb.stat.si/pxweb/Database/Dem_soc/Dem_soc.asp	null	PX	null	null	Slovenia	5084	SI	null	null	null	null	humans in Slovenia	http://www.pitt.edu/obc/IDE_0000000918
Population Data of the Statistical Office of the Slovak Republic	"This database contains data about demographic from the Republic of Slovakia for 2011 year in CSV format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2011, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000405	null	Statistical Office of the Slovak Republic	null	null	null	http://archiv.statistics.sk/open_data/data/sodb_2011/	null	CSV	null	null	Slovakia	5033	SK	null	null	null	null	humans in Slovakia	http://www.pitt.edu/obc/IDE_0000000897
"Population Data, Mortality and Environmental Data in Luxembourgh, 1904-2013"	"This database contains data about incidences of communicable diseases and mortality by cause from 1904 to 2013 in CSV and PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1904-2013, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000216	null	The Government of Luxembourg	null	null	null	http://www.statistiques.public.lu/en/index.html	null	CSV; PDF	null	null	Luxembourgh	5155	LU	null	null	null	null	Campylobacter in Luxembourg	http://www.pitt.edu/obc/IDE_0000004584
"Population Data, Mortality, and Communicable Diseases of the Directorate of Health and Social Affairs of New Caledonia"	This website with data contains data about communicable or infectious diseases and demographics from New Caledonia at province level from 1996 to 2014 in PDF format in French. Temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000328	null	Directorate of Health and Social Affairs of New Caledonia	null	null	null	http://www.dass.gouv.nc/portal/page/portal/dass/observatoire_sante/situation_sanitaire/rapports_annees_precedentes/Situationsanitaire2012	null	PDF	null	null	New Caledonia	8013	NC	null	null	null	null	Dengue virus in New Caledonia	http://www.pitt.edu/obc/IDE_0000001711
"Population Data, Vital Statistics and HIV, AIDS and Tuberculosis cases in Kyrgyzstan, 1990-2015"	"This website with data contains data about incidences of infetious diseases, including HIV/AIDS and tuberculosis in the Republic of Kyrgyzstan by gender, age and region from 1990 to 2015 in XLSX format. Spatial coverage us country, and spatial coverage is country, region. Temporal coverage is 1990-2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000205	null	National Statistics Committee of the Republic of Kyrgyzstan	null	null	null	http://www.stat.kg/ru/statistics/zdravoohranenie/	null	XLSX	null	null	Kyrgyzstan	5010	KG	null	null	null	null	HIV-1 in Kyrgyzstan	http://www.pitt.edu/obc/IDE_0000004271
"Population Morbidity and Infectious Diseases of the Government of Moldova, 1999-2015"	"This database contains data about morbidity, 1995-2015, morbidity, by main classes of diseases, 2001-2015, morbidity by classes of diseases per 100,000 inhabitants, by region 2008-2015, morbidity with separate infectious diseases, 1995-2015, morbidity with separate infectious diseases by area, 1995-2015, morbidity with acute tuberculosis by area, 1995-2015, morbidity with acute tuberculosis patients by sex and age groups, 2000-2015, morbidity with STD, 2000-2015, morbidity with STD by sex and age groups, 2000-2015, morbidity with STD by area, 1995-2015 in Moldova in CSV, XLSX, JSON, PX, HTM, XML, SCB format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1995-2015, 2001-2015, 2000-2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000243	null	National Bureau of Statistics of the Republic of Moldova	null	null	null	http://statbank.statistica.md/pxweb/pxweb/en/30%20Statistica%20sociala/30%20Statistica%20sociala__08%20SAN__SAN020/?rxid=0f776e51-2661-420c-b507-c453ecf00d4a	null	CSV; XLSX; JSON; PX; HTM; XML; SCB	null	null	Moldova	5112	MD	null	null	null	null	Mycobacterium tuberculosis in Republic of Moldova	http://www.pitt.edu/obc/IDE_0000004374
Population Surveys Demographics and Chronic Disease in Chile	"This website with data contains data about the Chilean population, characterized by an increase in life expectancy, an increase in the proportion of older adults and the prevalence of chronic and degenerative diseases at country level with a yearly temporal resolution from 2003 to 2017 in PDF format in Spanish. Open access."	MIDAS-ISG:WS-000088	null	The Department of Epidemiology of the Ministry of Health of Chile	null	null	null	http://epi.minsal.cl/encuestas-poblacionales/	null	PDF	null	null	Chile	4956	CL	null	null	null	null	Hepatitis B virus in Chile	http://www.pitt.edu/obc/IDE_0000004574
Public Health Events Surveillance on notifiable diseases in Chile	This website with data contains data about notifiable diseases from Chile at province or country level with a weekly temporal resolution from 2016 to 2017 in PDF format in Spanish. Open access.	MIDAS-ISG:WS-000089	null	The Department of Epidemiology of the Ministry of Health of Chile	null	null	null	http://epi.minsal.cl/vigilancia-eventos-salud-publica-2017/	null	PDF	null	null	Chile	4956	CL	null	null	null	null	Chikungunya virus in Chile	http://www.pitt.edu/obc/IDE_0000001617
Quarterly Epidemiological Bulletins in Chile	"This website with data contains data about infectious diseases from Chile at province and country level with a monthly, quaterly, or yearly temporal resolution from 2016 to 2017 in PDF format in Spanish. Open access."	MIDAS-ISG:WS-000085	null	The Department of Epidemiology of the Ministry of Health of Chile	null	null	null	http://epi.minsal.cl/boletin-epidemiologico-trimestral-edicion1-2017/	null	PDF	null	null	Chile	4956	CL	null	null	null	null	Bordetella pertussis in Chile	http://www.pitt.edu/obc/IDE_0000004590
Quarterly Epidemiological Reports of the Ministry of Health of Sri Lanka	This website with data contains Quarterly Epidemiological Bulletin in terms of data on infectious diseases surveillance from Sri Lanka at province or country level with a quaterly temporal resolution from 2004 to 2015 in PDF format in English. Open access.	MIDAS-ISG:WS-000426	null	"The Sri Lankan communicable disease surveillance system, Epidemiology Unit, Ministry of Health of Sri Lanka"	null	null	null	http://www.epid.gov.lk/web/index.php?option=com_content&view=article&id=163&Itemid=450&lang=en	null	PDF	null	null	Sri Lanka	5126	LK	null	null	null	null	Measles virus in Sri Lanka	http://www.pitt.edu/obc/IDE_0000004599
Registered Infectious Diseases of the Institute of Public Health of Montenegro	"This website with data contains data about registered cases of infectious diseases in Montenegro from 2015 to 2017 year in TXT format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2015-2017, and temporal resolution is monthly. Open access."	MIDAS-ISG:WS-000251	null	Institute of Public Health of Montenegro	null	null	null	http://www.ijzcg.me/?s=MJESE%C4%8CNI+IZVJE%C5%A0TAJ	null	TXT	null	null	Montenegro	5187	ME	null	null	null	null	Human herpesvirus 3 in Montenegro	http://www.pitt.edu/obc/IDE_0000004617
Report on the Epidemiological Situation of Ebola Virus Disease	"This website with data contains data about epidemic situatuion related to Ebola outbreak in Mali from 2013 to 2014 year in PDF format. Spatial resoluation is country-level, and temporal resolution is monthly. Open access."	MIDAS-ISG:WS-000226	null	"Health Map of Mali, Ministry of Health and Public Hygiene of Mali"	null	null	null	http://mail.cnom.sante.gov.ml/index.php?option=com_content&view=category&id=109&Itemid=100034	null	PDF	null	null	Mali	30	ML	null	null	null	null	Zaire ebolavirus in Mali	http://www.pitt.edu/obc/IDE_0000001155
"Reported Cases of Infectious Diseases of the National Institue of Public Health of the Republic of Slovenia, 2008-2015"	"This database contains data about reported infectious diseases and STDs in the Republic of Slovenia from 2008 to 2015 in XLSL, PX, and CSV format. Spatial coverage is country, and spatial resolution is country, region. Temporal coverage is 2008-2015, and temporal resolution is monthly, yearly. Open access."	MIDAS-ISG:WS-000412	null	National Institue of Public Health of the Republic of Slovenia (NIJZ)/Data Portal	null	null	null	https://podatki.nijz.si/pxweb/sl/NIJZ%20podatkovni%20portal/NIJZ%20podatkovni%20portal__3%20Zdravstveno%20stanje%20prebivalstva__3d%20Nalezljive%20bolezni/NB1.px/?rxid=c6e97d64-b6df-49b7-bd47-ac26c3b7c84a	null	XLSX; PX; CSV	null	null	Slovenia	5084	SI	null	null	null	null	Vibrio cholerae in Slovenia	http://www.pitt.edu/obc/IDE_0000004613
"Reports on Epidemic Siuation for Meningitis, Cholera, Yellow fever, Tetanus, and Acute Flaccid Paralysis in Burkina Faso"	"This website with data contains data about epidemic situation on meningitis, cholera, yellow fever, tetanus and vaccination in Burkina Faso from 2011 to 2016 year in PDF format. Spatial coverage is country, and spatial resolution is region, district. Temporal coverage is 2011-2016, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000069	null	Ministry of Health of the Government of Burkina Faso	null	null	null	http://www.sante.gov.bf/index.php?option=com_edocman&view=category&id=26&Itemid=1123&limitstart=0&limit=5	null	PDF	null	null	Burkina Faso	5050	BF	null	null	null	null	humans in Burkina Faso	http://www.pitt.edu/obc/IDE_0000000953
"Reports on Epidemiological Situation in Mali, 2015-2017"	"This website with data contains data about cases of epidemic infections and rates of vaccination coverage in Mali from 2015 to 2017 year in PDF format. Spatial coverage is country, and spatial resolution is country, region. Temporal coverage is 2015-2017, and temporal resolution is weekly. Open access."	MIDAS-ISG:WS-000228	null	Ministry of Health and Public Hygiene of Mali	null	null	null	http://www.sante.gov.ml/index.php/epidemie/situation-epide-mio/itemlist/category/196-situation-epide-miologique-2016	null	PDF	null	null	Mali	30	ML	null	null	null	null	Zaire ebolavirus in Mali	http://www.pitt.edu/obc/IDE_0000001155
Reports on HIV confirmed cases of the Ministry of Health and Sanitation of Sierra Leone	"This website with data contains data about HIV testing results in Sierra Leone for 2000, 2005, 2008, 2010, and 2013; years in PDF format. Spatial coverage is country, and spatial resolution is national and district. Temporal coverage is 2000, 2005, 2008, 2010, 2013, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000399	null	"Ministry of Health and Sanitation of Sierra Leone, Online Portal"	null	null	null	https://mohs-portal.net/reports/other-mdas/	null	PDF	null	null	Sierra Leone	11	SL	null	null	null	null	HIV-1 in Sierra Leone	http://www.pitt.edu/obc/IDE_0000004328
"Reports on HIV, AIDS, STD cases in Iceland"	"This database contains data about cases of AIDS 1985-2015, reported HIV infected individuals 1983-2015, STDs 2000-2015 in Iceland in CSV, XLSX, XML, PX-Axis file format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1985-2015, 1983-2015, 2000-2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000171	null	Statistics Iceland	null	null	null	http://px.hagstofa.is/pxis/pxweb/is/Samfelag/Samfelag__heilbrigdismal__lifsvenjur_heilsa__3_sjukdomar/?rxid=67f14366-335a-48c1-8411-a6d29b0c6b65	null	CSV; XLSX; XML; PX-Axis file	null	null	Iceland	4982	IS	null	null	null	null	HIV-1 in Iceland	http://www.pitt.edu/obc/IDE_0000004161
"Reports on HIV, Cholera, Syphilis, and Malaria in Haiti, 2010-2017"	This website with data contains data about infectious disease from Haiti at province level from 2010 to 2017 in PDF format in French. Temporal resolution is weekly or yearly. Open access.	MIDAS-ISG:WS-000160	null	The Ministry of Public Health and Population of Haiti	null	null	null	http://mspp.gouv.ht/newsite/documentation.php	null	PDF	null	null	Haiti	4989	HT	null	null	null	null	HIV-1 in Haiti	http://www.pitt.edu/obc/IDE_0000004253
"Reports on Legionella cases in Italy, 1997-2015"	"This website with data contains data about cases of legionellosis in Italy from 1997 to 2015 year in PDF format. Spatial coverage is country, and spatial resolution is region. Temporal coverage is 1997-2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000186	null	"Higher Institute of Health, Italy"	null	null	null	http://www.iss.it/index.php?lang=1&id=30&tipo=45	null	PDF	null	null	Italy	5195	IT	null	null	null	null	Legionella in Italy	http://www.pitt.edu/obc/IDE_0000004615
