title	description	dataset_identifier	disease	authors	created	modified	accessed	landing_page	access_page	format	conforms_to	license	geography	apollo_location_code	iso_3166	iso_3166_1	iso_3166_1_alpha_3	apollo_enabled	on_olympus
Weekly National Flu Reports of the Government of the United Kingdom	This website with data contains data about weekly incidences of influenza in the United Kingdom from 2013 to 2017 in PDF format. Spatial coverage is country, and spatial resolution is region. Temporal coverage is 2013-2017, and temporal resolution is yearly. Open access.	MDC:WS-000479	null	GOV.UK	null	null	null	https://www.gov.uk/government/statistics/weekly-national-flu-reports	null	PDF	null	null	United Kingdom	5019	GB	null	null	null	null
Monthly Health Statistics Bulletins of the Ministry of Health of Seychelles, 2016-2017	This website with data contains data about vital statistics, causes of deaths, immunization, morbidity in Seychelles from 2016 to 2017 year in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2016-2017, and temporal resolution is monthly. Open access.	MDC:WS-000397	null	Ministry of Health of Seychelles	null	null	null	http://www.health.gov.sc/index.php/statistics/	null	PDF	null	null	Seychelles	5122	SC	null	null	null	null
Health Profile for Wallis and Futuna (France) by WHO	This website with data contains data about populaiton (1996), TB mortality rate (2009), TB revalence rate (2009) in Wallis and Futuna on the webpage. Open access.	MDC:WS-000522	null	World Health Organization, Western Pacific Region (WPRO)	null	null	null	http://hiip.wpro.who.int/portal/Countryprofiles/WallisandFutuna/HealthProfiles/TabId/206/ArtMID/1185/ArticleID/123/Default	null	HTML	null	null	Wallis and Futuna (France)	7058	WF	null	null	null	null
Data on Infectious Diseases and STDs in Burkina Faso	This website with data contains data about sexually transmissible infections in Burkina Faso from 2001 to 2015 year in PDF format. Spatial coverage is country, and spatial resolution is region, district. Temporal coverage is 2001-2015, and temporal resolution is yearly. Open access.	MDC:WS-000070	null	Ministry of Health of the Government of Burkina Faso	null	null	null	http://www.sante.gov.bf/index.php?option=com_edocman&view=category&id=7&Itemid=1123&limitstart=0&limit=5	null	PDF	null	null	Burkina Faso	5050	BF	null	null	null	null
Demographic and Health Survey Report for Solomon Islands, 2015	This website with data contains data about population and children's vaccination from Solomon Islands at country level in 2015 in PDF format. Open access.	MDC:WS-000413	null	Solomon Islands National Statistics Office	null	null	null	http://www.statistics.gov.sb/images/SolomonFiles/Survey_Statistics/DHS_2015/Final-Report_SI-Demographic-and-Health-Survey-2015.pdf	null	PDF	null	null	Solomon Islands	5193	SB	null	null	null	null
Reports on Epidemic Siuation for Meningitis, Cholera, Yellow fever, Tetanus, and Acute Flaccid Paralysis in Burkina Faso	This website with data contains data about epidemic situation on meningitis, cholera, yellow fever, tetanus and vaccination in Burkina Faso from 2011 to 2016 year in PDF format. Spatial coverage is country, and spatial resolution is region, district. Temporal coverage is 2011-2016, and temporal resolution is yearly. Open access.	MDC:WS-000069	null	Ministry of Health of the Government of Burkina Faso	null	null	null	http://www.sante.gov.bf/index.php?option=com_edocman&view=category&id=26&Itemid=1123&limitstart=0&limit=5	null	PDF	null	null	Burkina Faso	5050	BF	null	null	null	null
Reports on Vital Statistics and Incidence of Infectious Diseases in Cabo Verde	This website with data contains data about cases of notified infections and diseases and deaths in Cabo Verde from 2005 to 2015 year in PDF format. Spatial coverage is country, and spatial resolution is country, county, Temporal coverage is 2005-2015, and temporal resolution is yearly. Open access.	MDC:WS-000073	null	Ministry of Health and Social Security of Cabo Verde	null	null	null	http://www.minsaude.gov.cv/index.php/documentosite/-1	null	PDF	null	null	Cabo Verde	5099	CV	null	null	null	null
Morbidity, Infectious Diseases and Vaccination Coverage of the Republic of Mali	This website with data contains data about morbidity, general mortality, general seroprevalence of HIV / AIDS, and epidemiological situation in Mali for 2009 and 2012 in PDF format. Spatial coverage is country, and spatial resolution is country, region. Temporal coverage is 2008-2010, and temporal resolution is yearly. Open access.	MDC:WS-000227	null	National Health and Social Information System, Ministry of Health and Public Hygiene of Mali	null	null	null	http://www.sante.gov.ml/index.php/annuaires/download/2-annuaires-statistiques/1-snis-2012	null	PDF	null	null	Mali	30	ML	null	null	null	null
Case Series of Malaria, Streptococcus pneumoniae, Tuberculosis, Leptospirosis, Leishmaniasis, Influenza, Hospital Acquired Infection, and Eosinophilic pneumonia in Paraguay by the Paraguayan Journal of Epidemiology	This website with data contains data about selected infectious diseases, including influenza outbreaks in Paraguay at province level from 2007 to 2011. Temporal resolution is biyearly. Open access.	MDC:WS-000355	null	Directorate-General for Health Surveillance of Paraguay	null	null	null	http://www.vigisalud.gov.py/revista	null	PDF	null	null	Paraguay	4979	PY	null	null	null	null
Reports on Epidemiological Situation in Mali, 2015-2017	This website with data contains data about cases of epidemic infections and rates of vaccination coverage in Mali from 2015 to 2017 year in PDF format. Spatial coverage is country, and spatial resolution is country, region. Temporal coverage is 2015-2017, and temporal resolution is weekly. Open access.	MDC:WS-000228	null	Ministry of Health and Public Hygiene of Mali	null	null	null	http://www.sante.gov.ml/index.php/epidemie/situation-epide-mio/itemlist/category/196-situation-epide-miologique-2016	null	PDF	null	null	Mali	30	ML	null	null	null	null
Epidemiological Surveillance of HIV and Its Demographic Impact reports of the National Institute of Statistics of Mozambique	This website with data contains data about prevalence of HIV and STIs in Mozambique for 2000, 2007-2009, 2011years in PDF format. Spatial coverage is country, and spatial resolution is region, province. Temporal coverage is 2001-2009, 2011, and temporal resolution is yearly. Open access.	MDC:WS-000255	null	National Institute of Health	null	null	null	http://www.ine.gov.mz/estatisticas/estatisticas-sectoriais/saude/copy_of_hiv-sida	null	PDF	null	null	Mozambique	4953	MZ	null	null	null	null
Weekly Epidemiological Reports of the Ministry of Health of Tanzania, 2014-2017	This website with data contains data about infectious diseases in Tanzania from 2014 to 2017 year in PDF format. Spatial coverage is country, and spatial resolution is country and region. Temporal coverage is 2014-2017, and temporal resolution is weekly. Open access.	MDC:WS-000443	null	Ministry of health, community development, gender, elderly and children of Tanzania	null	null	null	http://www.moh.go.tz/en/epidemiological-disease-report?start=40	null	PDF	null	null	Tanzania	5114	TZ	null	null	null	null
Malaria Quarterly Bulletins of the Ministry of Health of Uganda, 2014-2015	This website with data contains data about incidences of malaria in Uganda from 2014 to 2015 in PDF format. Spatial coverage is country, and spatial resolution is region and district. Temporal coverage is 2014-2015, and temporal resolution is quarterly. Open access.	MDC:WS-000466	null	Ministry of Health of Uganda	null	null	null	http://www.health.go.ug/content/uganda-malaria-quarterly-bulletin	null	PDF	null	null	Uganda	39	UG	null	null	null	null
Weekly Epidemiological Bulletins of the Republic of Andorra	This website with data contains data about weekly incidences of reportable infectious diseases in Spain by region, week and year in PDF format. Spatial coverage is country, and spatial resolution is country, city. Temporal coverage is 2008-2017, and temporal resolution is weekly. Open access.	MDC:WS-000010	null	Carlos III Health Institute	null	null	null	http://www.isciii.es/ISCIII/es/contenidos/fd-servicios-cientifico-tecnicos/fd-vigilancias-alertas/fd-boletines/boletin-epidemiologico-semanal-red.shtml	null	PDF	null	null	Andorra	5109	AD	null	null	null	null
Weekly Data on Notifiable Infectious Diseases in Bosnia and Herzegovina, 2014-2017	This website with data contains data about weekly incidences of influenza in Bosnia and Herzegovina from 2014 to 2017 year in PDF format. Spatial coverage is country, and spatial resolution is county. Temporal coverage is 2014-2017, and temporal resolution is weekly. Open access.	MDC:WS-000060	null	Institute for Public Health, Government of Bosnia and Herzegovina	null	null	null	http://www.zzjzfbih.ba/tjedni-izvjestaj-arhiva/	null	PDF	null	null	Bosnia and Herzegovina	4980	BA	null	null	null	null
Invasive Meningococcal Infections, Measles, HIV, AIDS and Tuberculosis cases in France, 2006-2015	This website with data contains data about incidences of invasive meningococcal infectious, measles, HIV/AIDS and tuberculosis in France by sex and residence from 2006 to 2015 year in HTML format. Spatial coverage is country, and spatial resolution is region, department. Temporal coverage is 2006-2015, and temporal resolution is yearly. Open access.	MDC:WS-000131	null	Public Health of France, database	null	null	null	http://invs.santepubliquefrance.fr/Publications-et-outils/Bases-de-donnees-et-outils	null	HTML	null	null	France	4998	FR	null	null	null	null
Vaccination Coverage and Infectious Diseases in Libya, 1990-2009	This dataset contains data about measles cases and vaccination against measles in Libya and other Middle East countries from 1990 to 2009 year in PDF format. Spatial coverage is multi-country, and spatial resolution is country. Temporal coverage is 1990-2009, and temporal resolution is yearly. Open access.	MDC:WS-000211	null	The National Center for Disease Control	null	null	null	https://ncdc.org.ly/file/doc/1/pdf/3.pdf	null	PDF	null	null	Libya	5025	LY	null	null	null	null
Demographics, Vital Statistics, and Infectious Disease in Hungary, 1990-2016	This website with data contains data about health care indicators, including HIV/AIDS, tuberculosis and pulmonary diseases, STI's, major infections in Hungary from 1990 to 2016 year in XLS format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1990-2016, and temporal resolution is yearly. Open access.	MDC:WS-000169	null	KSH Hungarian Central Statistics Office	null	null	null	http://www.ksh.hu/stadat_annual_2_4	null	XLS	null	null	Hungary	5082	HU	null	null	null	null
Notifiable Infectious Diseases in Hungary, 2001-2015	This website with data contains data about epidemic situation in Hungary from 2001 to 2015 year in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2001-2015, and temporal resolution is weekly, yearly. Open access.	MDC:WS-000170	null	National Center for Epidemiology, Hungary	null	null	null	http://www.oek.hu/oek.web?nid=41&pid=1&to=1991,2434&lang=hun	null	PDF	null	null	Hungary	5082	HU	null	null	null	null
Infectious Diseases Reports by Ireland, 2008-2015	This website with data contains data about notifiable diseases in Ireland from 2008 to 2015 year in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2008-2015, and temporal resolution is annual, quarterly, weekly. Open access.	MDC:WS-000178	null	Health Protection Surveillance Centre, Ireland	null	null	null	http://www.hpsc.ie/a-z/	null	PDF	null	null	Ireland	5174	IE	null	null	null	null
Data on Measles and Rubella Cases in Italy, 2014-2017	This website with data contains data about incidences of measles and rubella in Italy from 2014 to 2017 in PDF format. Spatial coverage is country, and spatial resolution is region. Temporal coverage is 2014-2017, and temporal resolution is monthly. Open access.	MDC:WS-000185	null	EpiCentro, National Center for Disease Prevention and Health Promotion, Italy	null	null	null	http://www.epicentro.iss.it/problemi/morbillo/bollettino.asp	null	PDF	null	null	Italy	5195	IT	null	null	null	null
